Benchmark,Algorithm,BestFitness,MeanFitness,StdFitness,MeanRuntime
Sphere,GWO,1.2167456771168294e-68,3.377520885351049e-65,1.367741368769711e-64,5.936457049846649
Sphere,GA,147.56292588072006,197.5849177332588,25.364231191241497,3.8370253324508665
Rastrigin,GWO,0.0,3.244276003857652,3.7557761302139796,7.582022225856781
Rastrigin,GA,86.27263522780584,109.40090140814922,11.553466553694836,4.095672070980072
Rosenbrock,GWO,25.370225311988786,26.846738919126118,0.7611926534080726,7.186232507228851
Rosenbrock,GA,2944.5741710020106,5443.992088071665,1209.203728955415,4.342342507839203
