요일구분,K,MCS,방문순서,충전소명,station_key,시간대,time_window_start,time_window_end,arrival_time,service_start,service_end,service_minutes,발생횟수,발생비율_%,profit,위도,경도,from_station_key
토요일,1,1,13,훈련원공원 노상공영주차장,훈련원공원,19시,19:31,20:21,19:36,19:36,20:21,45,12,23.5,23.5,37.56692913,127.0043893,훈련원공원
토요일,1,1,14,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,20시,20:29,20:59,20:29,20:29,20:59,30,17,33.3,33.3,37.56896427,127.0020909,훈련원공원
토요일,1,1,15,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,21시,21:24,21:43,21:24,21:24,21:43,19,23,45.1,45.1,37.56762877,126.9795662,청계3_코리아몰앞
토요일,2,1,1,훈련원공원 노상공영주차장,훈련원공원,07시,07:38,08:05,07:38,07:38,08:05,27,14,27.5,27.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,2,1,2,훈련원공원 노상공영주차장,훈련원공원,08시,08:41,09:49,08:41,08:41,09:26,45,16,31.4,31.4,37.56692913,127.0043893,훈련원공원
토요일,2,1,3,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,09시,09:35,10:18,09:35,09:35,10:18,43,15,29.4,29.4,37.56680167,126.9966063,훈련원공원
토요일,2,1,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,10시,10:26,11:00,10:26,10:26,11:00,34,23,45.1,45.1,37.56896427,127.0020909,을지로_하나은행앞
토요일,2,1,5,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,11시,11:31,12:19,11:31,11:31,12:16,45,14,27.5,27.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,2,1,6,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,12시,12:28,12:49,12:28,12:28,12:48,20,12,23.5,23.5,37.56710245,127.0017882,청계3_코리아몰앞
토요일,2,1,7,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,13시,13:32,14:04,13:32,13:32,14:04,32,14,27.5,27.5,37.56680167,126.9966063,을지로_신한은행앞
토요일,2,1,8,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,14시,14:28,14:47,14:28,14:28,14:47,19,25,49.0,49.0,37.56710245,127.0017882,을지로_하나은행앞
토요일,2,1,9,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,15시,15:31,16:04,15:32,15:32,16:04,32,14,27.5,27.5,37.56680167,126.9966063,을지로_신한은행앞
토요일,2,1,10,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,17시,17:28,17:48,17:28,17:28,17:48,20,13,25.5,25.5,37.56896427,127.0020909,을지로_하나은행앞
토요일,2,1,11,훈련원공원 노상공영주차장,훈련원공원,18시,18:45,19:29,18:45,18:45,19:29,44,15,29.4,29.4,37.56692913,127.0043893,청계3_코리아몰앞
토요일,2,1,12,훈련원공원 노상공영주차장,훈련원공원,19시,19:31,20:21,19:36,19:36,20:21,45,12,23.5,23.5,37.56692913,127.0043893,훈련원공원
토요일,2,1,13,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,20시,20:29,20:59,20:29,20:29,20:59,30,17,33.3,33.3,37.56896427,127.0020909,훈련원공원
토요일,2,1,14,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,21시,21:24,21:43,21:24,21:24,21:43,19,23,45.1,45.1,37.56762877,126.9795662,청계3_코리아몰앞
토요일,2,2,1,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,07시,07:28,07:53,07:28,07:28,07:53,25,11,21.6,21.6,37.56680167,126.9966063,청계3_코리아몰앞
토요일,2,2,2,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,08시,08:30,09:13,08:30,08:30,09:13,43,12,23.5,23.5,37.56896427,127.0020909,을지로_하나은행앞
토요일,2,2,3,훈련원공원 노상공영주차장,훈련원공원,09시,09:17,10:02,09:17,09:17,10:02,45,31,60.8,60.8,37.56692913,127.0043893,청계3_코리아몰앞
토요일,2,2,4,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,10시,10:22,11:12,10:25,10:25,11:10,45,20,39.2,39.2,37.56762877,126.9795662,훈련원공원
토요일,2,2,5,훈련원공원 노상공영주차장,훈련원공원,11시,11:20,11:49,11:20,11:20,11:49,29,13,25.5,25.5,37.56692913,127.0043893,기업은행_무교지점
토요일,2,2,6,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,12시,12:42,13:03,12:42,12:42,13:03,21,19,37.3,37.3,37.56896427,127.0020909,훈련원공원
토요일,2,2,7,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,13시,13:34,14:04,13:34,13:34,14:04,30,13,25.5,25.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,2,2,8,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,14시,14:28,15:12,14:28,14:28,15:12,44,20,39.2,39.2,37.56896427,127.0020909,청계3_코리아몰앞
토요일,2,2,9,훈련원공원 노상공영주차장,훈련원공원,15시,15:37,16:09,15:37,15:37,16:09,32,12,23.5,23.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,2,2,10,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,16시,16:15,16:56,16:15,16:15,16:56,41,14,27.5,27.5,37.56896427,127.0020909,훈련원공원
토요일,2,2,11,훈련원공원 노상공영주차장,훈련원공원,17시,17:39,18:08,17:40,17:40,18:08,28,12,23.5,23.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,2,2,12,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,18시,18:38,19:02,18:39,18:39,19:02,23,12,23.5,23.5,37.56896427,127.0020909,훈련원공원
토요일,2,2,13,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,19시,19:27,19:58,19:27,19:27,19:58,31,13,25.5,25.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,2,2,14,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,20시,20:21,20:46,20:21,20:21,20:46,25,17,33.3,33.3,37.56762877,126.9795662,을지로_하나은행앞
토요일,2,2,15,훈련원공원 노상공영주차장,훈련원공원,21시,21:19,21:41,21:19,21:19,21:41,22,17,33.3,33.3,37.56692913,127.0043893,기업은행_무교지점
토요일,3,1,1,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,07시,07:28,07:53,07:28,07:28,07:53,25,11,21.6,21.6,37.56680167,126.9966063,청계3_코리아몰앞
토요일,3,1,2,훈련원공원 노상공영주차장,훈련원공원,08시,08:41,09:49,08:41,08:41,09:26,45,16,31.4,31.4,37.56692913,127.0043893,을지로_하나은행앞
토요일,3,1,3,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,09시,09:35,10:18,09:35,09:35,10:18,43,15,29.4,29.4,37.56680167,126.9966063,훈련원공원
토요일,3,1,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,10시,10:26,11:00,10:26,10:26,11:00,34,23,45.1,45.1,37.56896427,127.0020909,을지로_하나은행앞
토요일,3,1,5,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,11시,11:35,12:12,11:35,11:35,12:12,37,13,25.5,25.5,37.56762877,126.9795662,청계3_코리아몰앞
토요일,3,1,6,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,12시,12:28,12:49,12:28,12:28,12:48,20,12,23.5,23.5,37.56710245,127.0017882,기업은행_무교지점
토요일,3,1,7,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,13시,13:34,14:04,13:34,13:34,14:04,30,13,25.5,25.5,37.56896427,127.0020909,을지로_신한은행앞
토요일,3,1,8,훈련원공원 노상공영주차장,훈련원공원,14시,14:32,14:56,14:32,14:32,14:55,23,16,31.4,31.4,37.56692913,127.0043893,청계3_코리아몰앞
토요일,3,1,9,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,15시,15:31,16:04,15:32,15:32,16:04,32,14,27.5,27.5,37.56680167,126.9966063,훈련원공원
토요일,3,1,10,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,16시,16:15,16:56,16:15,16:15,16:56,41,14,27.5,27.5,37.56896427,127.0020909,을지로_하나은행앞
토요일,3,1,11,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,17시,17:28,17:48,17:28,17:28,17:48,20,13,25.5,25.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,3,1,12,훈련원공원 노상공영주차장,훈련원공원,19시,19:31,20:21,19:36,19:36,20:21,45,12,23.5,23.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,3,1,13,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,20시,20:29,20:59,20:29,20:29,20:59,30,17,33.3,33.3,37.56896427,127.0020909,훈련원공원
토요일,3,1,14,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,21시,21:24,21:43,21:24,21:24,21:43,19,23,45.1,45.1,37.56762877,126.9795662,청계3_코리아몰앞
토요일,3,2,1,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,08시,08:30,09:13,08:30,08:30,09:13,43,12,23.5,23.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,3,2,2,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,09시,09:35,10:33,09:40,09:40,10:25,45,18,35.3,35.3,37.56762877,126.9795662,청계3_코리아몰앞
토요일,3,2,3,훈련원공원 노상공영주차장,훈련원공원,11시,11:20,11:49,11:20,11:20,11:49,29,13,25.5,25.5,37.56692913,127.0043893,기업은행_무교지점
토요일,3,2,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,12시,12:42,13:03,12:42,12:42,13:03,21,19,37.3,37.3,37.56896427,127.0020909,훈련원공원
토요일,3,2,5,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,13시,13:32,14:04,13:32,13:32,14:04,32,14,27.5,27.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,3,2,6,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,14시,14:28,14:47,14:28,14:28,14:47,19,25,49.0,49.0,37.56710245,127.0017882,을지로_하나은행앞
토요일,3,2,7,훈련원공원 노상공영주차장,훈련원공원,17시,17:39,18:08,17:40,17:40,18:08,28,12,23.5,23.5,37.56692913,127.0043893,을지로_신한은행앞
토요일,3,2,8,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,18시,18:38,19:02,18:39,18:39,19:02,23,12,23.5,23.5,37.56896427,127.0020909,훈련원공원
토요일,3,2,9,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,19시,19:27,19:58,19:27,19:27,19:58,31,13,25.5,25.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,3,2,10,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,20시,20:21,20:46,20:21,20:21,20:46,25,17,33.3,33.3,37.56762877,126.9795662,을지로_하나은행앞
토요일,3,2,11,훈련원공원 노상공영주차장,훈련원공원,21시,21:19,21:41,21:19,21:19,21:41,22,17,33.3,33.3,37.56692913,127.0043893,기업은행_무교지점
토요일,3,3,1,훈련원공원 노상공영주차장,훈련원공원,07시,07:38,08:05,07:38,07:38,08:05,27,14,27.5,27.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,3,3,2,훈련원공원 노상공영주차장,훈련원공원,09시,09:17,10:02,09:17,09:17,10:02,45,31,60.8,60.8,37.56692913,127.0043893,훈련원공원
토요일,3,3,3,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,10시,10:22,11:12,10:25,10:25,11:10,45,20,39.2,39.2,37.56762877,126.9795662,훈련원공원
토요일,3,3,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,11시,11:31,12:19,11:31,11:31,12:16,45,14,27.5,27.5,37.56896427,127.0020909,기업은행_무교지점
토요일,3,3,5,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,12시,12:23,12:49,12:23,12:23,12:49,26,11,21.6,21.6,37.56680167,126.9966063,청계3_코리아몰앞
토요일,3,3,6,청계8가 노상공영주차장,청계8가,13시,13:18,13:37,13:18,13:18,13:37,19,12,23.5,23.5,37.56980089,127.0163871,을지로_하나은행앞
토요일,3,3,7,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,14시,14:28,15:12,14:28,14:28,15:12,44,20,39.2,39.2,37.56896427,127.0020909,청계8가
토요일,3,3,8,훈련원공원 노상공영주차장,훈련원공원,15시,15:37,16:09,15:37,15:37,16:09,32,12,23.5,23.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,3,3,9,훈련원공원 노상공영주차장,훈련원공원,18시,18:45,19:29,18:45,18:45,19:29,44,15,29.4,29.4,37.56692913,127.0043893,훈련원공원
토요일,3,3,10,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,19시,19:32,20:09,19:32,19:32,20:09,37,11,21.6,21.6,37.56710245,127.0017882,훈련원공원
토요일,3,3,11,훈련원공원 노상공영주차장,훈련원공원,20시,20:31,21:06,20:31,20:31,21:06,35,14,27.5,27.5,37.56692913,127.0043893,을지로_신한은행앞
토요일,3,3,12,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,21시,21:40,21:55,21:40,21:40,21:55,15,13,25.5,25.5,37.56710245,127.0017882,훈련원공원
토요일,4,1,1,훈련원공원 노상공영주차장,훈련원공원,07시,07:38,08:05,07:38,07:38,08:05,27,14,27.5,27.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,4,1,2,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,09시,09:35,10:33,09:40,09:40,10:25,45,18,35.3,35.3,37.56762877,126.9795662,훈련원공원
토요일,4,1,3,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,10시,10:22,11:12,10:25,10:25,11:10,45,20,39.2,39.2,37.56762877,126.9795662,기업은행_무교지점
토요일,4,1,4,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,11시,11:35,12:12,11:35,11:35,12:12,37,13,25.5,25.5,37.56762877,126.9795662,기업은행_무교지점
토요일,4,1,5,청계3 노상공영주차장(고려상사 앞),청계3_고려상사앞,12시,12:33,13:16,12:33,12:33,13:16,43,11,21.6,21.6,37.56822248,127.0018662,기업은행_무교지점
토요일,4,1,6,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,13시,13:32,14:04,13:32,13:32,14:04,32,14,27.5,27.5,37.56680167,126.9966063,청계3_고려상사앞
토요일,4,1,7,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,14시,14:33,15:13,14:33,14:33,15:12,39,14,27.5,27.5,37.56680167,126.9966063,을지로_하나은행앞
토요일,4,1,8,훈련원공원 노상공영주차장,훈련원공원,15시,15:37,16:09,15:37,15:37,16:09,32,12,23.5,23.5,37.56692913,127.0043893,을지로_하나은행앞
토요일,4,1,9,훈련원공원 노상공영주차장,훈련원공원,17시,17:39,18:08,17:40,17:40,18:08,28,12,23.5,23.5,37.56692913,127.0043893,훈련원공원
토요일,4,1,10,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,18시,18:38,19:02,18:39,18:39,19:02,23,12,23.5,23.5,37.56896427,127.0020909,훈련원공원
토요일,4,1,11,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,19시,19:27,19:58,19:27,19:27,19:58,31,13,25.5,25.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,4,1,12,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,20시,20:21,20:46,20:21,20:21,20:46,25,17,33.3,33.3,37.56762877,126.9795662,을지로_하나은행앞
토요일,4,1,13,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,21시,21:24,21:43,21:24,21:24,21:43,19,23,45.1,45.1,37.56762877,126.9795662,기업은행_무교지점
토요일,4,2,1,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,08시,08:30,09:13,08:30,08:30,09:13,43,12,23.5,23.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,4,2,2,청계5 노상공영주차장,청계5,09시,09:43,10:08,09:43,09:43,10:08,25,13,25.5,25.5,37.5681412,127.0024362,청계3_코리아몰앞
토요일,4,2,3,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,10시,10:26,11:00,10:26,10:26,11:00,34,23,45.1,45.1,37.56896427,127.0020909,청계5
토요일,4,2,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,11시,11:31,12:19,11:31,11:31,12:16,45,14,27.5,27.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,4,2,5,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,12시,12:28,12:49,12:28,12:28,12:48,20,12,23.5,23.5,37.56710245,127.0017882,청계3_코리아몰앞
토요일,4,2,6,청계8가 노상공영주차장,청계8가,13시,13:18,13:37,13:18,13:18,13:37,19,12,23.5,23.5,37.56980089,127.0163871,을지로_신한은행앞
토요일,4,2,7,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,14시,14:28,14:47,14:28,14:28,14:47,19,25,49.0,49.0,37.56710245,127.0017882,청계8가
토요일,4,2,8,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,15시,15:31,16:04,15:32,15:32,16:04,32,14,27.5,27.5,37.56680167,126.9966063,을지로_신한은행앞
토요일,4,2,9,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,19시,19:32,20:09,19:32,19:32,20:09,37,11,21.6,21.6,37.56710245,127.0017882,을지로_하나은행앞
토요일,4,2,10,훈련원공원 노상공영주차장,훈련원공원,20시,20:31,21:06,20:31,20:31,21:06,35,14,27.5,27.5,37.56692913,127.0043893,을지로_신한은행앞
토요일,4,2,11,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,21시,21:40,21:55,21:40,21:40,21:55,15,13,25.5,25.5,37.56710245,127.0017882,훈련원공원
토요일,4,3,1,훈련원공원 노상공영주차장,훈련원공원,09시,09:17,10:02,09:17,09:17,10:02,45,31,60.8,60.8,37.56692913,127.0043893,청계3_코리아몰앞
토요일,4,3,2,청계3 노상공영주차장(고려상사 앞),청계3_고려상사앞,11시,11:22,11:51,11:23,11:23,11:51,28,12,23.5,23.5,37.56822248,127.0018662,훈련원공원
토요일,4,3,3,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,12시,12:23,12:49,12:23,12:23,12:49,26,11,21.6,21.6,37.56680167,126.9966063,청계3_고려상사앞
토요일,4,3,4,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,13시,13:34,14:04,13:34,13:34,14:04,30,13,25.5,25.5,37.56896427,127.0020909,을지로_하나은행앞
토요일,4,3,5,훈련원공원 노상공영주차장,훈련원공원,14시,14:32,14:56,14:32,14:32,14:55,23,16,31.4,31.4,37.56692913,127.0043893,청계3_코리아몰앞
토요일,4,3,6,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,17시,17:28,17:48,17:28,17:28,17:48,20,13,25.5,25.5,37.56896427,127.0020909,훈련원공원
토요일,4,3,7,훈련원공원 노상공영주차장,훈련원공원,18시,18:45,19:29,18:45,18:45,19:29,44,15,29.4,29.4,37.56692913,127.0043893,청계3_코리아몰앞
토요일,4,3,8,훈련원공원 노상공영주차장,훈련원공원,19시,19:31,20:21,19:36,19:36,20:21,45,12,23.5,23.5,37.56692913,127.0043893,훈련원공원
토요일,4,3,9,훈련원공원 노상공영주차장,훈련원공원,21시,21:19,21:41,21:19,21:19,21:41,22,17,33.3,33.3,37.56692913,127.0043893,훈련원공원
토요일,4,4,1,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,07시,07:28,07:53,07:28,07:28,07:53,25,11,21.6,21.6,37.56680167,126.9966063,청계3_코리아몰앞
토요일,4,4,2,훈련원공원 노상공영주차장,훈련원공원,08시,08:41,09:49,08:41,08:41,09:26,45,16,31.4,31.4,37.56692913,127.0043893,을지로_하나은행앞
토요일,4,4,3,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,09시,09:35,10:18,09:35,09:35,10:18,43,15,29.4,29.4,37.56680167,126.9966063,훈련원공원
토요일,4,4,4,훈련원공원 노상공영주차장,훈련원공원,11시,11:20,11:49,11:20,11:20,11:49,29,13,25.5,25.5,37.56692913,127.0043893,을지로_하나은행앞
토요일,4,4,5,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,12시,12:42,13:03,12:42,12:42,13:03,21,19,37.3,37.3,37.56896427,127.0020909,훈련원공원
토요일,4,4,6,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,13시,13:27,13:58,13:27,13:27,13:58,31,12,23.5,23.5,37.56710245,127.0017882,청계3_코리아몰앞
토요일,4,4,7,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,14시,14:28,15:12,14:28,14:28,15:12,44,20,39.2,39.2,37.56896427,127.0020909,을지로_신한은행앞
토요일,4,4,8,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,16시,16:15,16:56,16:15,16:15,16:56,41,14,27.5,27.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,4,4,9,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,19시,19:39,20:02,19:39,19:39,20:02,23,11,21.6,21.6,37.56762877,126.9795662,청계3_코리아몰앞
토요일,4,4,10,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,20시,20:29,20:59,20:29,20:29,20:59,30,17,33.3,33.3,37.56896427,127.0020909,기업은행_무교지점
토요일,5,1,1,훈련원공원 노상공영주차장,훈련원공원,07시,07:38,08:05,07:38,07:38,08:05,27,14,27.5,27.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,5,1,2,훈련원공원 노상공영주차장,훈련원공원,08시,08:41,09:49,08:41,08:41,09:26,45,16,31.4,31.4,37.56692913,127.0043893,훈련원공원
토요일,5,1,3,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,12시,12:42,13:03,12:42,12:42,13:03,21,19,37.3,37.3,37.56896427,127.0020909,훈련원공원
토요일,5,1,4,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,13시,13:32,14:04,13:32,13:32,14:04,32,14,27.5,27.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,5,1,5,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,14시,14:28,14:47,14:28,14:28,14:47,19,25,49.0,49.0,37.56710245,127.0017882,을지로_하나은행앞
토요일,5,1,6,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,16시,16:15,16:56,16:15,16:15,16:56,41,14,27.5,27.5,37.56896427,127.0020909,을지로_신한은행앞
토요일,5,1,7,훈련원공원 노상공영주차장,훈련원공원,17시,17:39,18:08,17:40,17:40,18:08,28,12,23.5,23.5,37.56692913,127.0043893,청계3_코리아몰앞
토요일,5,1,8,훈련원공원 노상공영주차장,훈련원공원,18시,18:45,19:29,18:45,18:45,19:29,44,15,29.4,29.4,37.56692913,127.0043893,훈련원공원
토요일,5,1,9,훈련원공원 노상공영주차장,훈련원공원,19시,19:31,20:21,19:36,19:36,20:21,45,12,23.5,23.5,37.56692913,127.0043893,훈련원공원
토요일,5,1,10,훈련원공원 노상공영주차장,훈련원공원,20시,20:31,21:06,20:31,20:31,21:06,35,14,27.5,27.5,37.56692913,127.0043893,훈련원공원
토요일,5,1,11,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,21시,21:24,21:43,21:24,21:24,21:43,19,23,45.1,45.1,37.56762877,126.9795662,훈련원공원
토요일,5,2,1,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,07시,07:28,07:53,07:28,07:28,07:53,25,11,21.6,21.6,37.56680167,126.9966063,청계3_코리아몰앞
토요일,5,2,2,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,09시,09:35,10:33,09:40,09:40,10:25,45,18,35.3,35.3,37.56762877,126.9795662,을지로_하나은행앞
토요일,5,2,3,훈련원공원 노상공영주차장,훈련원공원,11시,11:20,11:49,11:20,11:20,11:49,29,13,25.5,25.5,37.56692913,127.0043893,기업은행_무교지점
토요일,5,2,4,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,12시,12:23,12:49,12:23,12:23,12:49,26,11,21.6,21.6,37.56680167,126.9966063,훈련원공원
토요일,5,2,5,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,13시,13:27,13:58,13:27,13:27,13:58,31,12,23.5,23.5,37.56710245,127.0017882,을지로_하나은행앞
토요일,5,2,6,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,14시,14:28,15:12,14:28,14:28,15:12,44,20,39.2,39.2,37.56896427,127.0020909,을지로_신한은행앞
토요일,5,2,7,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,15시,15:31,16:04,15:32,15:32,16:04,32,14,27.5,27.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,5,2,8,기업은행 무교지점 앞 가로등형 충전소,기업은행_무교지점,20시,20:21,20:46,20:21,20:21,20:46,25,17,33.3,33.3,37.56762877,126.9795662,을지로_하나은행앞
토요일,5,3,1,청계5 노상공영주차장,청계5,09시,09:43,10:08,09:43,09:43,10:08,25,13,25.5,25.5,37.5681412,127.0024362,청계3_코리아몰앞
토요일,5,3,2,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,10시,10:26,11:00,10:26,10:26,11:00,34,23,45.1,45.1,37.56896427,127.0020909,청계5
토요일,5,3,3,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,11시,11:31,12:19,11:31,11:31,12:16,45,14,27.5,27.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,5,3,4,청계8가 노상공영주차장,청계8가,14시,14:30,15:00,14:30,14:30,15:00,30,13,25.5,25.5,37.56980089,127.0163871,청계3_코리아몰앞
토요일,5,3,5,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,17시,17:28,17:48,17:28,17:28,17:48,20,13,25.5,25.5,37.56896427,127.0020909,청계8가
토요일,5,3,6,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,18시,18:38,19:02,18:39,18:39,19:02,23,12,23.5,23.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,5,3,7,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,19시,19:27,19:58,19:27,19:27,19:58,31,13,25.5,25.5,37.56680167,126.9966063,청계3_코리아몰앞
토요일,5,3,8,훈련원공원 노상공영주차장,훈련원공원,21시,21:19,21:41,21:19,21:19,21:41,22,17,33.3,33.3,37.56692913,127.0043893,을지로_하나은행앞
토요일,5,4,1,청계3 노상공영주차장(코리아몰 앞),청계3_코리아몰앞,08시,08:30,09:13,08:30,08:30,09:13,43,12,23.5,23.5,37.56896427,127.0020909,청계3_코리아몰앞
토요일,5,4,2,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,09시,09:35,10:18,09:35,09:35,10:18,43,15,29.4,29.4,37.56680167,126.9966063,청계3_코리아몰앞
토요일,5,4,3,청계3 노상공영주차장(고려상사 앞),청계3_고려상사앞,11시,11:22,11:51,11:23,11:23,11:51,28,12,23.5,23.5,37.56822248,127.0018662,을지로_하나은행앞
토요일,5,4,4,을지로 노상공영주차장(신한은행 앞),을지로_신한은행앞,12시,12:28,12:49,12:28,12:28,12:48,20,12,23.5,23.5,37.56710245,127.0017882,청계3_고려상사앞
토요일,5,4,5,청계8가 노상공영주차장,청계8가,13시,13:18,13:37,13:18,13:18,13:37,19,12,23.5,23.5,37.56980089,127.0163871,을지로_신한은행앞
토요일,5,4,6,을지로 노상공영주차장(하나은행 앞),을지로_하나은행앞,14시,14:33,15:13,14:33,14:33,15:12,39,14,27.5,27.5,37.56680167,126.9966063,청계8가
